Trd, 000001.325, 74
Trd, 000004.100, 81.0
Trd, 000004.675, 80
Trd, 000005.025, 87
Trd, 000005.250, 92.0
Trd, 000005.300, 118.0
Trd, 000005.375, 128.0
Trd, 000005.450, 91
Trd, 000006.825, 101.0
Trd, 000007.050, 102.0
Trd, 000007.675, 120.0
Trd, 000007.750, 97
Trd, 000008.450, 118
Trd, 000008.625, 96
Trd, 000010.325, 99.0
Trd, 000010.975, 99.0
Trd, 000011.025, 97
Trd, 000011.850, 96
Trd, 000012.650, 96
Trd, 000013.250, 95
Trd, 000013.525, 97
Trd, 000014.050, 97
Trd, 000014.875, 96
Trd, 000015.175, 97
Trd, 000015.325, 107.0
Trd, 000016.075, 113.0
Trd, 000016.200, 99
Trd, 000016.925, 100.0
Trd, 000017.175, 102.0
Trd, 000017.800, 98
Trd, 000018.475, 97
Trd, 000019.675, 97
Trd, 000020.500, 97
Trd, 000022.050, 97
Trd, 000022.150, 96
Trd, 000022.300, 102.0
Trd, 000023.025, 99
Trd, 000023.200, 100
Trd, 000024.325, 104
Trd, 000025.000, 109.0
Trd, 000025.125, 107.0
Trd, 000025.475, 105
Trd, 000025.800, 103
Trd, 000026.025, 99
Trd, 000026.550, 95
Trd, 000028.900, 91
Trd, 000029.350, 91
Trd, 000029.525, 92
Trd, 000029.825, 92.0
Trd, 000029.925, 93
Trd, 000030.100, 102.0
Trd, 000030.475, 94
Trd, 000030.575, 93
Trd, 000031.950, 95
Trd, 000032.200, 101.0
Trd, 000032.225, 92.0
Trd, 000032.500, 95
Trd, 000033.225, 97
Trd, 000033.525, 101.0
Trd, 000034.075, 102.0
Trd, 000035.125, 95
Trd, 000036.250, 98
Trd, 000036.750, 99
Trd, 000036.850, 96
Trd, 000037.325, 95
Trd, 000039.075, 96
Trd, 000039.225, 96
Trd, 000039.425, 97
Trd, 000040.925, 96
Trd, 000042.350, 96
Trd, 000042.450, 96
Trd, 000043.300, 101.0
Trd, 000043.475, 95
Trd, 000043.800, 96
Trd, 000044.025, 96
Trd, 000044.725, 96
Trd, 000045.650, 102.0
Trd, 000046.125, 107.0
Trd, 000046.900, 123.0
Trd, 000047.100, 128.0
Trd, 000047.450, 96
Trd, 000049.075, 96
Trd, 000049.975, 110
Trd, 000052.025, 101
Trd, 000052.525, 100
Trd, 000052.675, 102.0
Trd, 000053.200, 98
Trd, 000054.025, 99
Trd, 000054.375, 99
Trd, 000054.600, 100
Trd, 000054.750, 97
Trd, 000055.075, 100
Trd, 000056.100, 100
Trd, 000057.200, 107.0
Trd, 000057.550, 96
