Trd, 000001.800, 110
Trd, 000002.280, 109.0
Trd, 000002.600, 108
Trd, 000002.740, 113
Trd, 000003.680, 113
Trd, 000004.220, 108.0
Trd, 000005.280, 108
Trd, 000005.780, 107
Trd, 000005.960, 106
Trd, 000006.040, 104
Trd, 000006.860, 100
Trd, 000007.120, 99
Trd, 000007.240, 100
Trd, 000007.720, 100
Trd, 000008.440, 98
Trd, 000008.540, 96
Trd, 000009.340, 100
Trd, 000009.360, 96
Trd, 000009.440, 100.0
Trd, 000010.140, 98
Trd, 000010.480, 98
Trd, 000010.740, 96
Trd, 000011.620, 105
Trd, 000011.680, 105
Trd, 000011.780, 104.0
Trd, 000013.540, 103
Trd, 000013.660, 105.0
Trd, 000014.000, 103
Trd, 000014.160, 108.0
Trd, 000014.640, 104
Trd, 000014.840, 105
Trd, 000016.860, 102
Trd, 000016.960, 103
Trd, 000017.140, 102
Trd, 000018.100, 104
Trd, 000018.940, 103
Trd, 000020.020, 103
Trd, 000020.540, 103
Trd, 000020.660, 102
Trd, 000020.820, 104.0
Trd, 000021.140, 105
Trd, 000022.460, 104.0
Trd, 000022.640, 105
Trd, 000022.980, 107
Trd, 000023.640, 103
Trd, 000024.540, 103
Trd, 000024.880, 104.0
Trd, 000025.680, 104
Trd, 000025.760, 104.0
Trd, 000026.600, 104
Trd, 000028.020, 105
Trd, 000028.260, 107
Trd, 000028.600, 104.0
Trd, 000029.240, 106
Trd, 000030.040, 104
Trd, 000030.500, 104.0
Trd, 000031.240, 106
Trd, 000031.940, 104
Trd, 000032.560, 104
Trd, 000033.040, 106
Trd, 000033.440, 102
Trd, 000033.900, 104
Trd, 000033.960, 104.0
Trd, 000034.320, 103
Trd, 000034.520, 100
Trd, 000035.100, 104
Trd, 000035.520, 104
Trd, 000036.620, 104
Trd, 000037.740, 103
Trd, 000038.700, 104
Trd, 000040.340, 104
Trd, 000040.500, 103
Trd, 000040.560, 104.0
Trd, 000041.500, 102
Trd, 000041.700, 104.0
Trd, 000043.060, 103
Trd, 000044.660, 103
Trd, 000045.400, 103.0
Trd, 000045.480, 103
Trd, 000046.080, 103
Trd, 000047.440, 103
Trd, 000047.560, 102
Trd, 000047.600, 102
Trd, 000047.860, 102
Trd, 000048.660, 102
Trd, 000049.940, 102
Trd, 000050.000, 102
Trd, 000051.720, 103.0
Trd, 000052.000, 104.0
Trd, 000052.480, 103
Trd, 000053.440, 104
Trd, 000054.260, 101
Trd, 000054.380, 105
Trd, 000055.100, 104.0
Trd, 000055.400, 103
Trd, 000057.000, 103
Trd, 000057.640, 103
Trd, 000057.920, 107
