Trd, 000001.900, 83
Trd, 000002.140, 82
Trd, 000002.240, 87.0
Trd, 000003.900, 81.0
Trd, 000004.200, 78.0
Trd, 000004.380, 83.0
Trd, 000004.520, 78
Trd, 000005.100, 81
Trd, 000005.380, 101
Trd, 000005.660, 104.0
Trd, 000006.580, 105
Trd, 000006.600, 99
Trd, 000007.080, 103
Trd, 000007.460, 100
Trd, 000007.480, 105
Trd, 000008.360, 103
Trd, 000009.020, 103
Trd, 000010.240, 99
Trd, 000011.020, 98
Trd, 000011.280, 97
Trd, 000012.000, 94
Trd, 000012.840, 96
Trd, 000012.940, 94
Trd, 000013.320, 96
Trd, 000014.460, 97
Trd, 000014.720, 97
Trd, 000015.720, 100
Trd, 000016.620, 100
Trd, 000016.680, 98
Trd, 000017.360, 107.0
Trd, 000017.880, 108.0
Trd, 000018.120, 98
Trd, 000018.440, 105
Trd, 000018.540, 96
Trd, 000019.920, 103
Trd, 000022.100, 97
Trd, 000022.220, 102
Trd, 000023.940, 100
Trd, 000024.360, 100
Trd, 000024.440, 98
Trd, 000024.940, 99
Trd, 000025.020, 100
Trd, 000025.380, 98
Trd, 000026.040, 101
Trd, 000027.120, 100
Trd, 000027.160, 104.0
Trd, 000027.740, 101
Trd, 000029.620, 99
Trd, 000029.740, 94
Trd, 000030.200, 93
Trd, 000030.380, 92
Trd, 000030.720, 101
Trd, 000031.460, 94
Trd, 000032.440, 97
Trd, 000032.680, 98
Trd, 000033.280, 94
Trd, 000034.000, 91
Trd, 000035.080, 93.0
Trd, 000035.100, 94
Trd, 000035.800, 93
Trd, 000035.880, 91.0
Trd, 000036.080, 93
Trd, 000036.280, 100
Trd, 000036.360, 108
Trd, 000036.500, 89
Trd, 000036.860, 109
Trd, 000039.220, 94.0
Trd, 000039.740, 94
Trd, 000040.780, 96
Trd, 000041.320, 96
Trd, 000041.500, 91.0
Trd, 000041.900, 94
Trd, 000042.660, 89
Trd, 000043.560, 91
Trd, 000044.340, 91
Trd, 000044.980, 92
Trd, 000045.120, 100
Trd, 000045.200, 95
Trd, 000046.260, 94
Trd, 000047.460, 101
Trd, 000047.560, 104.0
Trd, 000047.600, 110
Trd, 000047.800, 96
